,ID,Protein_type,Protein_class_type,kP,MW,PI_mean,PI_range,Protein_conc,Temperature,Buffer_type,Buffer_pH,Buffer_conc,Salt_type,Salt_conc,Stabilizer_type,Stabilizer_conc,Surfactant_type,Surfactant_conc,Excipient_type,Excipient_conc,C_Class,HCI,Viscosity_100,Viscosity_1000,Viscosity_10000,Viscosity_100000,Viscosity_15000000
253,254,BSA,Other,2.0,66.0,4.7,0.3,20.0,27.5,Histidine,6.0,30.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,1.128,1.128,1.128,1.056,0.88
254,255,BSA,Other,2.0,66.0,4.7,0.3,25.0,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,1.248,1.248,1.2,1.2,1.0
255,256,BSA,Other,2.0,66.0,4.7,0.3,25.0,27.5,Histidine,6.0,30.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,1.344,1.344,1.344,1.248,1.04
256,257,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,10.0,25.0,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,none,0.0,0.9,0.9,1.08,1.068,1.08,1.056,0.88
257,258,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,20.0,25.0,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,none,0.0,0.9,0.9,1.392,1.392,1.392,1.344,1.12
258,259,Ibalizumab,mAb_IgG4,3.5,150.0,8.0,0.3,304.0,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,14.15,14.15,13.32,8.39,4.5
259,260,Ibalizumab,mAb_IgG4,3.5,150.0,8.0,0.3,300.0,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,24.07,24.07,20.67,12.5,7.9
260,261,Ibalizumab,mAb_IgG4,3.5,150.0,8.0,0.3,290.0,27.5,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,none,0.0,1.3,1.1,15.16,15.16,15.16,10.9,5.95
261,262,Ibalizumab,mAb_IgG4,3.5,150.0,8.0,0.3,187.5,27.5,Histidine,6.0,15.0,none,0.0,Sucrose,0.75,none,0.0,none,0.0,1.3,1.1,4.22,4.22,3.67,2.44,1.4
262,263,Ibalizumab,mAb_IgG4,3.5,150.0,8.0,0.3,270.0,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,tween-80,0.1,none,0.0,1.3,1.1,15.07,11.94,10.11,6.46,4.5
263,264,Ibalizumab,mAb_IgG4,3.5,150.0,8.0,0.3,245.0,27.5,PBS,7.4,10.0,NaCl,140.0,Trehalose,0.155,none,0.0,none,0.0,1.3,1.1,11.94,8.73,7.56,5.68,5.41
264,265,Ibalizumab,mAb_IgG4,3.5,150.0,8.0,0.3,230.0,27.5,Histidine,6.0,15.0,none,0.0,Sucrose,0.5,none,0.0,none,0.0,1.3,1.1,6.15,5.97,5.97,5.28,4.1
265,266,Ibalizumab,mAb_IgG4,3.5,150.0,8.0,0.3,150.0,27.5,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.75,none,0.0,none,0.0,1.3,1.1,8.27,7.35,7.35,5.87,5.0
266,267,Ibalizumab,mAb_IgG4,3.5,150.0,8.0,0.3,150.0,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,tween-80,0.075,none,0.0,1.3,1.1,2.58,2.53,2.53,2.31,2.2
267,268,Ibalizumab,mAb_IgG4,3.5,150.0,8.0,0.3,150.0,27.5,Histidine,6.0,15.0,none,0.0,Trehalose,0.25,none,0.0,none,0.0,1.3,1.1,3.67,3.67,3.67,3.28,2.7
268,269,Ibalizumab,mAb_IgG4,3.5,150.0,8.0,0.3,100.0,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,3.04,3.04,3.04,2.52,1.8
269,270,Ibalizumab,mAb_IgG4,3.5,150.0,8.0,0.3,70.0,27.5,Acetate,5.0,20.0,none,0.0,Sucrose,0.75,tween-80,0.05,none,0.0,1.3,1.1,3.85,3.4,3.4,3.11,2.7
270,271,Ibalizumab,mAb_IgG4,3.5,150.0,8.0,0.3,70.0,27.5,Acetate,5.0,20.0,none,0.0,Trehalose,0.5,none,0.0,none,0.0,1.3,1.1,3.59,3.13,3.13,2.52,2.4
271,272,Ibalizumab,mAb_IgG4,3.5,150.0,8.0,0.3,55.0,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,tween-20,0.05,none,0.0,1.3,1.1,1.2,1.2,1.2,1.01,0.96
272,273,Ibalizumab,mAb_IgG4,3.5,150.0,8.0,0.3,55.0,27.5,Acetate,5.0,20.0,none,0.0,Trehalose,0.25,tween-80,0.025,none,0.0,1.3,1.1,1.7,1.7,1.7,1.43,1.2
273,274,Ibalizumab,mAb_IgG4,3.5,150.0,8.0,0.3,40.0,27.5,Acetate,5.0,20.0,NaCl,140.0,none,0.0,none,0.0,none,0.0,1.3,1.1,1.33,1.33,1.33,1.18,1.05
274,275,Ibalizumab,mAb_IgG4,3.5,150.0,8.0,0.3,40.0,27.5,Acetate,5.0,20.0,none,0.0,Trehalose,0.5,none,0.0,none,0.0,1.3,1.1,1.84,1.84,1.84,1.68,1.6
275,276,Ibalizumab,mAb_IgG4,3.5,150.0,8.0,0.3,25.0,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,0.92,0.92,0.92,0.84,0.8
276,277,Ibalizumab,mAb_IgG4,3.5,150.0,8.0,0.3,10.0,27.5,Acetate,5.0,20.0,none,0.0,Sucrose,0.25,tween-80,0.025,none,0.0,1.3,1.1,1.01,1.01,1.01,0.92,0.88
277,278,Ibalizumab,mAb_IgG4,3.5,150.0,8.0,0.3,10.0,27.5,Acetate,5.0,20.0,none,0.0,Trehalose,0.25,none,0.0,none,0.0,1.3,1.1,1.2,1.2,1.2,1.09,1.04
278,279,Ibalizumab,mAb_IgG4,3.5,150.0,8.0,0.3,100.0,27.5,Histidine,6.0,15.0,none,0.0,Trehalose,0.25,tween-80,0.05,none,0.0,1.3,1.1,2.94,2.94,2.94,2.6,2.48
279,280,Ibalizumab,mAb_IgG4,3.5,150.0,8.0,0.3,75.0,27.5,Histidine,6.0,15.0,none,0.0,Sucrose,0.5,tween-80,0.025,none,0.0,1.3,1.1,2.48,2.12,1.75,1.6,1.52
280,281,Ibalizumab,mAb_IgG4,3.5,150.0,8.0,0.3,55.0,27.5,Histidine,6.0,15.0,none,0.0,Sucrose,0.5,none,0.0,none,0.0,1.3,1.1,2.21,1.93,1.56,1.26,1.2
281,282,Ibalizumab,mAb_IgG4,3.5,150.0,8.0,0.3,40.0,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,1.29,1.29,1.29,1.09,1.04
282,283,Ibalizumab,mAb_IgG4,3.5,150.0,8.0,0.3,30.0,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,tween-20,0.025,none,0.0,1.3,1.1,1.01,1.01,1.01,0.92,0.88
283,284,Ibalizumab,mAb_IgG4,3.5,150.0,8.0,0.3,25.0,27.5,Histidine,6.0,15.0,none,0.0,Sucrose,0.25,none,0.0,none,0.0,1.3,1.1,1.15,1.15,1.15,1.15,1.15
284,285,Ibalizumab,mAb_IgG4,3.5,150.0,8.0,0.3,25.0,27.5,Histidine,6.0,15.0,NaCl,140.0,none,0.0,none,0.0,none,0.0,1.3,1.1,1.2,1.2,1.2,1.2,1.2
285,286,Ibalizumab,mAb_IgG4,3.5,150.0,8.0,0.3,10.0,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,0.8,0.8,0.8,0.8,0.8
286,287,Ibalizumab,mAb_IgG4,3.5,150.0,8.0,0.3,80.0,27.5,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.5,tween-80,0.1,none,0.0,1.3,1.1,2.12,2.12,2.12,2.12,2.12
287,288,Ibalizumab,mAb_IgG4,3.5,150.0,8.0,0.3,55.0,27.5,PBS,7.4,10.0,NaCl,140.0,none,0.0,tween-80,0.025,none,0.0,1.3,1.1,1.66,1.66,1.66,1.43,1.21
288,289,Ibalizumab,mAb_IgG4,3.5,150.0,8.0,0.3,30.0,27.5,PBS,7.4,10.0,NaCl,140.0,none,0.0,tween-80,0.1,none,0.0,1.3,1.1,1.33,1.33,1.33,1.18,1.12
289,290,Ibalizumab,mAb_IgG4,3.5,150.0,8.0,0.3,30.0,27.5,PBS,7.4,10.0,NaCl,140.0,Trehalose,0.5,tween-80,0.1,none,0.0,1.3,1.1,2.37,2.37,2.37,2.02,1.55
290,291,Ibalizumab,mAb_IgG4,3.5,150.0,8.0,0.3,10.0,27.5,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,none,0.0,1.3,1.1,0.97,0.97,0.97,0.93,0.97
291,292,Ibalizumab,mAb_IgG4,3.5,150.0,8.0,0.3,20.0,27.5,PBS,7.4,10.0,NaCl,140.0,none,0.0,tween-20,0.1,none,0.0,1.3,1.1,1.06,1.06,1.06,1.01,0.88
292,293,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,145.0,27.5,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,none,0.0,0.9,0.9,5.91,5.91,5.91,5.37,2.52
293,294,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,145.0,17.5,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,none,0.0,0.9,0.9,8.27,6.7,6.7,6.12,4.7
294,295,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,145.0,26.5,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,none,0.0,0.9,0.9,4.59,4.22,4.22,3.85,3.0
295,296,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,151.0,17.5,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.25,none,0.0,none,0.0,0.9,0.9,10.11,8.27,8.27,6.71,4.55
296,297,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,151.0,27.5,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.25,none,0.0,none,0.0,0.9,0.9,5.6,5.6,5.6,5.11,2.6
297,298,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,151.0,36.5,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.25,none,0.0,none,0.0,0.9,0.9,5.42,5.42,5.42,4.95,2.88
298,299,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,157.0,17.5,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.5,none,0.0,none,0.0,0.9,0.9,11.48,11.48,11.48,9.23,6.0
299,300,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,157.0,27.5,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.5,none,0.0,none,0.0,0.9,0.9,9.19,9.19,9.19,8.39,5.8
300,301,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,157.0,36.5,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.5,none,0.0,none,0.0,0.9,0.9,8.27,6.98,6.98,6.04,4.3
301,302,Trastuzumab,mAb_IgG1,3.0,149.0,8.9,0.3,147.0,25.0,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,7.29,5.99,3.55,3.22,1.06
302,303,Trastuzumab,mAb_IgG1,3.0,149.0,8.9,0.3,157.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,4.69,4.69,4.59,3.85,1.9
303,304,Trastuzumab,mAb_IgG1,3.0,149.0,8.9,0.3,100.0,25.0,Histidine,6.0,15.0,none,0.0,Sucrose,0.3,tween-80,0.05,none,0.0,1.0,1.0,3.4,3.4,3.3,3.04,2.34
304,305,Trastuzumab,mAb_IgG1,3.0,149.0,8.9,0.3,50.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,tween-80,0.1,none,0.0,1.0,1.0,1.9,1.9,1.9,1.56,1.2
305,306,Trastuzumab,mAb_IgG1,3.0,149.0,8.9,0.3,75.0,25.0,Histidine,6.0,15.0,none,0.0,Sucrose,0.5,none,0.0,none,0.0,1.0,1.0,1.95,1.95,1.95,1.79,0.8
306,307,Trastuzumab,mAb_IgG1,3.0,149.0,8.9,0.3,90.0,25.0,Acetate,5.0,20.0,none,0.0,Sucrose,0.3,tween-80,0.1,none,0.0,1.0,1.0,3.99,3.4,3.1,3.13,1.85
307,308,Trastuzumab,mAb_IgG1,3.0,149.0,8.9,0.3,70.0,25.0,Acetate,5.0,20.0,none,0.0,Sucrose,0.5,none,0.0,none,0.0,1.0,1.0,3.9,3.3,3.3,2.48,1.8
308,309,Trastuzumab,mAb_IgG1,3.0,149.0,8.9,0.3,100.0,25.0,Acetate,5.0,20.0,none,0.0,none,0.0,tween-80,0.05,none,0.0,1.0,1.0,3.5,2.6,2.0,1.84,1.6
309,310,Trastuzumab,mAb_IgG1,3.0,149.0,8.9,0.3,60.0,25.0,Acetate,5.0,20.0,none,0.0,Sucrose,0.4,tween-80,0.05,none,0.0,1.0,1.0,2.5,2.5,2.1,1.66,1.25
310,311,Trastuzumab,mAb_IgG1,3.0,149.0,8.9,0.3,125.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,2.95,2.95,2.95,2.71,2.36
311,312,Trastuzumab,mAb_IgG1,3.0,149.0,8.9,0.3,125.0,25.0,Histidine,6.0,25.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,3.99,3.15,2.4,1.93,1.68
312,313,Trastuzumab,mAb_IgG1,3.0,149.0,8.9,0.3,125.0,25.0,Histidine,6.0,25.0,none,0.0,none,0.0,none,0.0,Arginine,60.0,1.0,1.0,3.6,3.6,3.15,2.9,2.5
313,314,Trastuzumab,mAb_IgG1,3.0,149.0,8.9,0.3,125.0,25.0,Histidine,6.0,25.0,none,0.0,none,0.0,none,0.0,Arginine,160.0,1.0,1.0,4.19,3.4,2.6,1.99,1.73
314,315,Trastuzumab,mAb_IgG1,3.0,149.0,8.9,0.3,125.0,25.0,Histidine,6.0,40.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,2.6,2.6,2.05,1.89,1.64
315,316,Trastuzumab,mAb_IgG1,3.0,149.0,8.9,0.3,125.0,25.0,Histidine,6.0,25.0,none,0.0,none,0.0,none,0.0,Proline,75.0,1.0,1.0,2.45,2.45,2.45,2.25,1.96
316,317,Trastuzumab,mAb_IgG1,3.0,149.0,8.9,0.3,125.0,25.0,Histidine,6.0,25.0,none,0.0,Sucrose,0.2,none,0.0,Arginine,60.0,1.0,1.0,3.7,3.16,2.7,2.3,2.0
317,318,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,75.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,0.9,0.9,1.81,1.81,1.81,1.67,1.45
318,319,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,175.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,0.9,0.9,11.98,10.39,6.09,4.96,4.31
319,320,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,75.0,25.0,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,0.9,0.9,1.6,1.6,1.6,1.47,1.28
320,321,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,175.0,25.0,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,0.9,0.9,11.29,11.29,9.59,8.73,5.0
321,322,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,75.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Arginine,20.0,0.9,0.9,1.3,1.3,1.3,1.2,1.04
322,323,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,75.0,25.0,Histidine,6.0,15.0,none,0.0,Sucrose,0.2,none,0.0,Arginine,60.0,0.9,0.9,1.6,1.6,1.6,1.47,1.28
323,324,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,75.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Arginine,120.0,0.9,0.9,1.7,1.7,1.6,1.47,1.28
324,325,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,75.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Proline,25.0,0.9,0.9,2.0,2.0,2.0,1.84,1.6
325,326,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,75.0,25.0,Histidine,6.0,15.0,none,0.0,Sucrose,0.4,none,0.0,Proline,75.0,0.9,0.9,2.4,2.1,1.8,1.66,1.44
326,327,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,75.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Proline,150.0,0.9,0.9,1.5,1.5,1.5,1.5,1.5
327,328,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,75.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Arginine,60.0,0.9,0.9,1.45,1.45,1.45,1.45,1.45
328,329,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,75.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Proline,75.0,0.9,0.9,2.8,2.4,2.0,1.84,1.6
329,330,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,75.0,25.0,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,Arginine,60.0,0.9,0.9,2.23,2.23,2.23,2.23,2.0
330,331,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,175.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Arginine,20.0,0.9,0.9,8.44,8.44,8.44,7.16,5.0
331,332,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,175.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Arginine,60.0,0.9,0.9,7.15,7.15,7.15,6.89,4.75
332,333,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,175.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Arginine,120.0,0.9,0.9,5.79,5.79,5.79,5.23,4.0
333,334,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,175.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Proline,25.0,0.9,0.9,9.29,8.69,7.39,6.52,5.67
334,335,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,175.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Proline,75.0,0.9,0.9,11.98,10.49,8.99,6.8,5.0
335,336,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,175.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Proline,150.0,0.9,0.9,9.19,9.19,7.99,6.61,5.0
336,337,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,125.0,25.0,Histidine,6.0,25.0,none,0.0,none,0.0,none,0.0,none,0.0,0.9,0.9,3.6,3.6,3.6,3.31,2.4
337,338,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,125.0,25.0,Histidine,6.0,25.0,none,0.0,none,0.0,none,0.0,Arginine,25.0,0.9,0.9,2.59,2.59,2.59,2.59,2.59
338,339,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,125.0,25.0,Histidine,6.0,25.0,none,0.0,none,0.0,none,0.0,Arginine,50.0,0.9,0.9,3.0,3.0,3.0,3.0,3.0
339,340,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,125.0,25.0,Histidine,6.0,25.0,none,0.0,none,0.0,none,0.0,Arginine,75.0,0.9,0.9,5.79,4.74,4.74,4.31,3.66
340,341,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,125.0,25.0,Histidine,6.0,25.0,none,0.0,none,0.0,none,0.0,Arginine,100.0,0.9,0.9,2.1,2.1,2.1,1.93,1.68
341,342,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,125.0,25.0,Histidine,6.0,25.0,none,0.0,none,0.0,none,0.0,Arginine,150.0,0.9,0.9,2.71,2.71,2.71,2.5,2.17
342,343,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,125.0,25.0,Histidine,6.0,25.0,none,0.0,none,0.0,none,0.0,Arginine,200.0,0.9,0.9,1.86,1.86,1.86,1.86,1.86
343,344,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,125.0,25.0,Histidine,6.0,50.0,none,0.0,none,0.0,none,0.0,none,0.0,0.9,0.9,2.5,2.5,2.5,2.5,2.5
344,345,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,75.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Lysine,25.0,0.9,0.9,1.5,1.5,1.21,1.12,1.12
345,346,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,75.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Lysine,75.0,0.9,0.9,1.28,1.28,1.28,1.28,1.28
346,347,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,75.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Lysine,150.0,0.9,0.9,1.51,1.51,1.51,1.51,1.51
347,348,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,175.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Lysine,25.0,0.9,0.9,4.99,4.99,3.99,3.5,2.26
348,349,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,175.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Lysine,75.0,0.9,0.9,4.56,4.56,4.56,4.2,2.83
349,350,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,175.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Lysine,150.0,0.9,0.9,5.96,5.96,5.96,5.49,4.77
350,351,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,75.0,25.0,Histidine,6.0,50.0,none,0.0,none,0.0,none,0.0,none,0.0,0.9,0.9,2.1,2.1,2.1,1.47,1.1
351,352,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,75.0,25.0,Histidine,6.0,75.0,none,0.0,none,0.0,none,0.0,none,0.0,0.9,0.9,1.89,1.89,1.89,1.66,1.1
352,353,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,175.0,25.0,Histidine,6.0,50.0,none,0.0,none,0.0,none,0.0,none,0.0,0.9,0.9,6.94,6.94,6.94,6.38,3.2
353,354,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,175.0,25.0,Histidine,6.0,75.0,none,0.0,none,0.0,none,0.0,none,0.0,0.9,0.9,4.54,4.54,4.54,4.17,3.3
354,355,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,125.0,25.0,Histidine,6.0,25.0,none,0.0,Sucrose,0.2,none,0.0,none,0.0,0.9,0.9,3.99,2.8,2.3,2.12,1.84
355,356,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,125.0,25.0,Histidine,6.0,25.0,none,0.0,Sucrose,0.4,none,0.0,none,0.0,0.9,0.9,4.29,3.99,3.7,3.04,2.64
356,357,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,125.0,25.0,Histidine,6.0,25.0,none,0.0,Sucrose,0.6,none,0.0,none,0.0,0.9,0.9,3.45,3.45,3.45,3.17,2.05
357,358,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,125.0,25.0,Histidine,6.0,25.0,none,0.0,Sucrose,0.2,tween-80,0.05,none,0.0,0.9,0.9,3.0,2.0,1.91,1.91,1.8
358,359,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,125.0,25.0,Histidine,6.0,25.0,none,0.0,Sucrose,0.2,tween-80,0.1,none,0.0,0.9,0.9,4.79,3.75,3.7,3.13,2.17
359,360,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,125.0,25.0,Histidine,6.0,25.0,none,0.0,Sucrose,0.5,none,0.0,none,0.0,0.9,0.9,5.49,3.6,3.1,2.76,2.35
360,361,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,125.0,25.0,Histidine,6.0,25.0,none,0.0,Sucrose,0.2,none,0.0,Arginine,25.0,0.9,0.9,4.99,3.5,3.3,2.85,2.07
361,362,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,125.0,25.0,Histidine,6.0,25.0,none,0.0,Sucrose,0.2,none,0.0,Arginine,50.0,0.9,0.9,2.76,2.76,2.76,2.54,1.0
362,363,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,125.0,25.0,Histidine,6.0,25.0,none,0.0,Sucrose,0.2,none,0.0,Arginine,75.0,0.9,0.9,3.8,3.5,3.1,2.76,1.7
363,364,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,75.0,25.0,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,Arginine,20.0,0.9,0.9,1.74,1.74,1.74,1.74,1.7
364,365,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,75.0,25.0,Acetate,5.0,20.0,none,0.0,Sucrose,0.2,none,0.0,Arginine,60.0,0.9,0.9,2.4,2.4,2.4,2.4,2.4
365,366,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,75.0,25.0,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,Arginine,60.0,0.9,0.9,1.5,1.5,1.5,1.5,1.5
366,367,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,75.0,25.0,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,Proline,25.0,0.9,0.9,1.56,1.56,1.56,1.56,1.56
367,368,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,75.0,25.0,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,Proline,75.0,0.9,0.9,1.8,1.8,1.8,1.8,1.8
368,369,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,75.0,25.0,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,Proline,150.0,0.9,0.9,2.5,2.0,1.6,1.47,1.28
369,370,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,175.0,25.0,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,Arginine,20.0,0.9,0.9,8.8,8.8,8.8,8.1,4.0
370,371,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,175.0,25.0,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,Arginine,60.0,0.9,0.9,7.54,7.54,7.54,6.93,4.4
371,372,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,175.0,25.0,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,Arginine,120.0,0.9,0.9,7.26,7.26,7.26,6.61,5.5
372,373,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,175.0,25.0,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,Proline,25.0,0.9,0.9,8.75,8.75,8.75,7.9,5.11
373,374,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,175.0,25.0,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,Proline,75.0,0.9,0.9,6.64,6.64,6.29,5.51,2.67
374,375,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,175.0,25.0,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,Proline,150.0,0.9,0.9,10.49,10.49,10.49,9.19,6.6
375,376,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,75.0,25.0,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,Lysine,25.0,0.9,0.9,1.78,1.78,1.78,1.78,1.78
